���Xf7)oTaskName,QuestNpcName,QuestNpcDialog,QuestNpcName2,QuestNpcDialog2
狂気の祭壇（HARD）,狂気のオークから生き残る,,,,
狂気の祭壇（HARD）,狂気のオークから生き残る,,,,
狂気の祭壇（HARD）,レニスを探す,,,,
狂気の祭壇（HARD）,ボランタ登場（カットシーン）,,,,
狂気の祭壇（HARD）,ボランタを倒す,,,,
狂気の祭壇（HARD）,レニスを助ける,,,,
狂気の祭壇（HARD）,レニスと話す,,,,
狂気の祭壇（HARD）,レニスと話す,魔術師レニス,本当に怖かったんですよ！毎日のように聞こえてくるティマックオーク呪術師の悲鳴で気が狂うところでしたよ！<p>ここは元々ティマックオーク呪術師の村でしたが、<RedBold>ラモグ</>という新しいティマックオークの族長がこのようにしたんです。<p>パアグリオの力を求めていた<RedBold>ラモグ</>は、反対するオーク呪術師を殺し始めたんです。生き残りは儀式のためにと、とこかに連れて行かれました。,,
狂気の祭壇（HARD）,警戒所から脱出する,,,,
狂気の祭壇（HARD）,障害物を破壊する,,,,
狂気の祭壇（HARD）,障害物を破壊する,,,,
狂気の祭壇（HARD）,レニスと話す,,,,
狂気の祭壇（HARD）,レニスと話す,魔術師レニス,パアグリオは火の神です。オークが拝む神でもあります。オーク呪術師は、自らの血を使ってパアグリオを迎えたと古代の著書に書かれています。<p>もし<RedBold>ラモグ</>がしようとしている儀式がパアグリオの力を手に入れるために儀式でしたら、これはオークが強くなるだけの話ではなく、全大陸が危険にさらされるほどのことです！<p>私はこの事実を象牙の塔に伝えに行きます！誰かはこの事実を外に知らせないといけませんからね。どうかご無事で、儀式を止めてくださいね！,,
狂気の祭壇（HARD）,祭壇の洞窟に入る,,,,
狂気の祭壇（HARD）,祭壇の洞窟に入る,,,,
狂気の祭壇（HARD）,洞窟内の汚れたゴーレムを倒す,,,,
狂気の祭壇（HARD）,狂気の祭壇に向かう,,,,
狂気の祭壇（HARD）,ラモグ（カットシーン）,,,,
狂気の祭壇（HARD）,ラモグを倒す,,,,
狂気の祭壇（HARD）,暴走する力,,,,
狂気の祭壇（HARD）,暴走する力,,,,
狂気の祭壇（HARD）,暴走する力,,,,
狂気の祭壇（HARD）,狂気の果て,,,,
狂気の祭壇（HARD）,狂気の果て,魔術師レニス,ごめんなさい！びっくりしましたか？ふふっ。<p>どうしても心配だったので、最も速いテレポートスクロールを使って仲間と一緒に戻って来たんです！<p>無事でよかったです。<BlueBold>銀の傭兵団</>の皆様のおかげで、あのオークの狂気を止めることが出来ました！ついでに無くしたネビュライトの欠片も回収できそうです。<p>象牙の塔を代表して感謝の言葉を言わせていただきます。<BlueBold>銀の傭兵団</>の行く先に光が共にあらんことを。,,
狂気の祭壇（VERY HARD）,リウェンの話を聞く,,,,
狂気の祭壇（VERY HARD）,リウェンの話を聞く,魔術師リウェン,<BlueBold>銀の傭兵団</>の方々ですね！神よ…なんと感謝をすれば…一体何が起こったのかわかりません。<p>我々の仲間、<BlueBold>レニス</>からの連絡では狂暴なオークたちがティマックオーク呪術師の村を崩壊させているという話ばかりでした。<p>なぜ同族を攻撃したのかまでは分かりません。それを最後に<BlueBold>レニス</>とは連絡が途切れています。<p>さあ、村はこちらです。付いてきてください。,,
狂気の祭壇（VERY HARD）,リウェンについて行く,,,,
狂気の祭壇（VERY HARD）,リウェンに作戦を聞く,,,,
狂気の祭壇（VERY HARD）,リウェンに作戦を聞く,魔術師リウェン,障害物は撤去しましたので、この通路から村に入れるはずです。<p>村に入りましたら、真っ先に<YellowBold>連絡用の烽火</>を探して消さなければなりません。烽火を守るオークもいますので気をつけてください。<p><RedBold>警備兵</>に見つかってしまうと、とんでもない数のオークと戦わないといけなくなります。幸運をお祈りします。,,
狂気の祭壇（VERY HARD）,村に入る,,,,
狂気の祭壇（VERY HARD）,西側の烽火を消す,,,,
狂気の祭壇（VERY HARD）,東側の烽火を消す,,,,
狂気の祭壇（VERY HARD）,村の奥に入る,,,,
狂気の祭壇（VERY HARD）,爆弾兵から爆弾を奪う,,,,
狂気の祭壇（VERY HARD）,障害物を破壊する,,,,
狂気の祭壇（VERY HARD）,障害物を破壊する,,,,
狂気の祭壇（VERY HARD）,警戒所に進入する,,,,
狂気の祭壇（VERY HARD）,狂気のオークから生き残る,,,,
狂気の祭壇（VERY HARD）,狂気のオークから生き残る,,,,
狂気の祭壇（VERY HARD）,レニスを探す,,,,
狂気の祭壇（VERY HARD）,ボランタ登場（カットシーン）,,,,
狂気の祭壇（VERY HARD）,ボランタを倒す,,,,
狂気の祭壇（VERY HARD）,レニスを助ける,,,,
狂気の祭壇（VERY HARD）,レニスと話す,,,,
狂気の祭壇（VERY HARD）,レニスと話す,魔術師レニス,本当に怖かったんですよ！毎日のように聞こえてくるティマックオーク呪術師の悲鳴で気が狂うところでしたよ！<p>ここは元々ティマックオーク呪術師の村でしたが、<RedBold>ラモグ</>という新しいティマックオークの族長がこのようにしたんです。<p>パアグリオの力を求めていた<RedBold>ラモグ</>は、反対するオーク呪術師を殺し始めたんです。生き残りは儀式のためにと、とこかに連れて行かれました。,,
狂気の祭壇（VERY HARD）,警戒所から脱出する,,,,
狂気の祭壇（VERY HARD）,障害物を破壊する,,,,
狂気の祭壇（VERY HARD）,障害物を破壊する,,,,
狂気の祭壇（VERY HARD）,レニスと話す,,,,
狂気の祭壇（VERY HARD）,レニスと話す,魔術師レニス,パアグリオは火の神です。オークが拝む神でもあります。オーク呪術師は、自らの血を使ってパアグリオを迎えたと古代の著書に書かれています。<p>もし<RedBold>ラモグ</>がしようとしている儀式がパアグリオの力を手に入れるために儀式でしたら、これはオークが強くなるだけの話ではなく、全大陸が危険にさらされるほどのことです！<p>私はこの事実を象牙の塔に伝えに行きます！誰かはこの事実を外に知らせないといけませんからね。どうかご無事で、儀式を止めてくださいね！,,
狂気の祭壇（VERY HARD）,祭壇の洞窟に入る,,,,
狂気の祭壇（VERY HARD）,祭壇の洞窟に入る,,,,
狂気の祭壇（VERY HARD）,洞窟内の汚れたゴーレムを倒す,,,,
狂気の祭壇（VERY HARD）,狂気の祭壇に向かう,,,,
狂気の祭壇（VERY HARD）,ラモグ（カットシーン）,,,,
狂気の祭壇（VERY HARD）,ラモグを倒す,,,,
狂気の祭壇（VERY HARD）,暴走する力,,,,
狂気の祭壇（VERY HARD）,暴走する力,,,,
狂気の祭壇（VERY HARD）,暴走する力,,,,
狂気の祭壇（VERY HARD）,狂気の果て,,,,
狂気の祭壇（VERY HARD）,狂気の果て,魔術師レニス,ごめんなさい！びっくりしましたか？ふふっ。<p>どうしても心配だったので、最も速いテレポートスクロールを使って仲間と一緒に戻って来たんです！<p>無事でよかったです。<BlueBold>銀の傭兵団</>の皆様のおかげで、あのオークの狂気を止めることが出来ました！ついでに無くしたネビュライトの欠片も回収できそうです。<p>象牙の塔を代表して感謝の言葉を言わせていただきます。<BlueBold>銀の傭兵団</>の行く先に光が共にあらんことを。,,
血の女伯爵の寝所（EASY）,ターナーの状態を確認する,,,,
血の女伯爵の寝所（EASY）,ターナーの状態を確認する,先発隊員ターナー,皆さんは…<BlueBold>銀の傭兵団</>の方々なんですね…<p>我々の祈りが天に届いたんでしょうか…ううっ…<p><BlueBold>ターク隊長</>は<RedBold>甲板長</>という者に連れて行かれました。<p>私は何とか逃げることができましたが、もう限界のようです…隊長と仲間達を助けてください…お願いします…,,
血の女伯爵の寝所（EASY）,捕まったタークを探す,,,,
血の女伯爵の寝所（EASY）,机から鍵を見つける,,,,
血の女伯爵の寝所（EASY）,タークを牢屋から解放する,,,,
血の女伯爵の寝所（EASY）,タークを牢屋から解放する,,,,
血の女伯爵の寝所（EASY）,解放されたタークと話す,,,,
血の女伯爵の寝所（EASY）,解放されたタークと話す,先発隊長ターク,本当にありがとう！いつも助けてもらってばかりで申し訳ない！<p>さあ、時間がないから急ごう。詳しい話は移動しながらでもいいかい？ついて来てくれ。,,
